State,Year,Age,Type of Disorder,Sex,Type of Mental Disorder,Occupation,"New cases per 100,000","New Cases / 100,000",
Goa,2019,25-29 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Haryana,2019,25-29 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Karnataka,2019,25-29 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Kerala,2019,25-29 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Maharashtra,2019,25-29 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Manipur,2019,25-29 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Meghalaya,2019,25-29 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Mizoram,2019,25-29 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Nagaland,2019,25-29 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Odisha,2019,25-29 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Punjab,2019,25-29 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Rajasthan,2019,25-29 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Sikkim,2019,25-29 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Tamil Nadu,2019,25-29 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Tripura,2019,25-29 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
West Bengal,2019,25-29 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Bihar,2019,25-29 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Chhattisgarh,2019,25-29 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Jharkhand,2019,25-29 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Madhya Pradesh,2019,25-29 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Uttar Pradesh,2019,25-29 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Gujarat,2019,25-29 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Telangana,2019,25-29 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Jammu & Kashmir and Ladakh,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,48.25255369,48,
Arunachal Pradesh,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,47.97455497,47,
Uttarakhand,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,47.71968244,47,
Himachal Pradesh,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,47.77782568,47,
Other Union Territories,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,47.73148678,47,
Andhra Pradesh,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,47.62115778,47,
Assam,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,47.74421894,47,
Delhi,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,47.70990156,47,
Goa,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,48.37388033,48,
Haryana,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,47.79736566,47,
Karnataka,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,47.36489001,47,
Kerala,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,48.01956431,48,
Maharashtra,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,47.94563753,47,
Manipur,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,47.85908455,47,
Meghalaya,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,47.91214126,47,
Mizoram,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,47.69282344,47,
Nagaland,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,47.36831129,47,
Odisha,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,47.63603566,47,
Punjab,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,47.94274999,47,
Rajasthan,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,47.95233555,47,
Sikkim,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,48.00518863,48,
Tamil Nadu,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,42.2071671,42,
Tripura,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,47.92963405,47,
West Bengal,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,47.93398332,47,
Bihar,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,48.18795522,48,
Chhattisgarh,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,47.56074639,47,
Jharkhand,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,48.22381878,48,
Madhya Pradesh,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,48.20910869,48,
Uttar Pradesh,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,47.91716953,47,
Gujarat,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,48.1338412,48,
Telangana,2019,25-29 y,Mental Disorder,Male,Schizophrenia,Work ,47.9267144,47,
Jammu & Kashmir and Ladakh,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,36.55083763,36,
Arunachal Pradesh,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,36.50452419,36,
Uttarakhand,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,36.3037753,36,
Himachal Pradesh,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,37.07529051,37,
Other Union Territories,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,36.71411147,36,
Andhra Pradesh,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,36.55284039,36,
Assam,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,36.09288906,36,
Delhi,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,36.09328024,36,
Goa,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,36.80074732,36,
Haryana,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,36.5603162,36,
Karnataka,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,36.49275891,36,
Kerala,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,36.72629342,36,
Maharashtra,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,36.64573084,36,
Manipur,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,36.49476088,36,
Meghalaya,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,36.38790046,36,
Mizoram,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,36.39092268,36,
Nagaland,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,36.51997102,36,
Odisha,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,36.35101761,36,
Punjab,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,36.74874797,36,
Rajasthan,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,36.69133493,36,
Sikkim,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,36.63968825,36,
Tamil Nadu,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,31.63847489,31,
Tripura,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,36.41560648,36,
West Bengal,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,36.45686423,36,
Bihar,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,36.10882591,36,
Chhattisgarh,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,36.20982101,36,
Jharkhand,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,36.38667544,36,
Madhya Pradesh,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,36.56926004,36,
Uttar Pradesh,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,36.29589034,36,
Gujarat,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,36.201987,36,
Telangana,2019,25-29 y,Mental Disorder,Female,Schizophrenia,Work ,36.57592019,36,
Jammu & Kashmir and Ladakh,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,587.9623983,587,
Arunachal Pradesh,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,588.8614731,588,
Uttarakhand,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,585.0919967,585,
Himachal Pradesh,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,589.3924974,589,
Other Union Territories,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,584.7926149,584,
Andhra Pradesh,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,585.9790245,585,
Assam,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,586.6584595,586,
Delhi,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,588.7075979,588,
Goa,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,438.3671618,438,
Haryana,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,585.5357585,585,
Karnataka,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,584.9978794,584,
Kerala,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,680.3328273,680,
Maharashtra,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,584.7709736,584,
Manipur,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,699.7376599,699,
Meghalaya,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,587.9422822,587,
Mizoram,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,586.0427908,586,
Nagaland,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,588.4094594,588,
Odisha,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,586.0302427,586,
Punjab,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,523.9316412,523,
Rajasthan,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,653.3488374,653,
Sikkim,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,588.4262443,588,
Tamil Nadu,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,537.9848155,537,
Tripura,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,587.7568476,587,
West Bengal,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,559.1060751,559,
Bihar,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,586.1748161,586,
Chhattisgarh,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,395.3990093,395,
Jharkhand,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,676.8566531,676,
Madhya Pradesh,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,417.8150385,417,
Uttar Pradesh,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,516.3317787,516,
Gujarat,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,488.146595,488,
Telangana,2019,30-34 y,Mental Disorder,Male,Anxiety disorders,Work ,587.2365755,587,
Jammu & Kashmir and Ladakh,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,825.2955764,825,
Arunachal Pradesh,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,816.0465386,816,
Uttarakhand,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,819.0048016,819,
Himachal Pradesh,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,820.1802732,820,
Other Union Territories,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,820.956203,820,
Andhra Pradesh,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,817.0817479,817,
Assam,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,826.8443271,826,
Delhi,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,815.0248887,815,
Goa,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,619.0777348,619,
Haryana,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,817.8392075,817,
Karnataka,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,816.4778001,816,
Kerala,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,1048.217186,1048,
Maharashtra,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,817.8429162,817,
Manipur,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,1027.860348,1027,
Meghalaya,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,815.2079098,815,
Mizoram,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,819.1506781,819,
Nagaland,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,814.4312858,814,
Odisha,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,817.7504889,817,
Punjab,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,721.0302839,721,
Rajasthan,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,870.259991,870,
Sikkim,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,819.9441404,819,
Tamil Nadu,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,818.1440079,818,
Tripura,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,817.978507,817,
West Bengal,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,905.3749306,905,
Bihar,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,825.8876418,825,
Chhattisgarh,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,618.3350429,618,
Jharkhand,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,892.996678,892,
Madhya Pradesh,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,590.1747634,590,
Uttar Pradesh,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,827.6792226,827,
Gujarat,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,781.3837205,781,
Telangana,2019,30-34 y,Mental Disorder,Female,Anxiety disorders,Work ,816.0682645,816,
Jammu & Kashmir and Ladakh,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,30.93491333,30,
Arunachal Pradesh,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,31.89555021,31,
Uttarakhand,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,33.74229471,33,
Himachal Pradesh,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,31.89589153,31,
Other Union Territories,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,31.3167162,31,
Andhra Pradesh,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,31.93249616,31,
Assam,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,32.95892834,32,
Delhi,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,31.1115673,31,
Goa,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,30.77424905,30,
Haryana,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,32.24605987,32,
Karnataka,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,32.35154449,32,
Kerala,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,30.92928932,30,
Maharashtra,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,32.19581701,32,
Manipur,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,32.06091489,32,
Meghalaya,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,32.20920911,32,
Mizoram,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,31.85569697,31,
Nagaland,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,32.41349399,32,
Odisha,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,32.92813762,32,
Punjab,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,32.29231526,32,
Rajasthan,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,32.07315137,32,
Sikkim,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,31.79920833,31,
Tamil Nadu,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,29.79345672,29,
Tripura,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,32.24519981,32,
West Bengal,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,31.19134258,31,
Bihar,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,31.93769539,31,
Chhattisgarh,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,33.36666053,33,
Jharkhand,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,32.19094053,32,
Madhya Pradesh,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,33.02322991,33,
Uttar Pradesh,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,32.83662291,32,
Gujarat,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,32.066168,32,
Telangana,2019,30-34 y,Mental Disorder,Male,Bipolar disorder,Work ,32.01496181,32,
Jammu & Kashmir and Ladakh,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,25.93804732,25,
Arunachal Pradesh,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,26.80351495,26,
Uttarakhand,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,27.78480919,27,
Himachal Pradesh,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,26.31852393,26,
Other Union Territories,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,26.04232443,26,
Andhra Pradesh,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,27.30530849,27,
Assam,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,28.0026461,28,
Delhi,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,26.5608573,26,
Goa,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,25.66946518,25,
Haryana,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,26.56108371,26,
Karnataka,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,26.82636355,26,
Kerala,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,25.15117225,25,
Maharashtra,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,26.81506537,26,
Manipur,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,26.91972375,26,
Meghalaya,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,26.69181063,26,
Mizoram,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,26.72855629,26,
Nagaland,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,27.27486066,27,
Odisha,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,27.50152275,27,
Punjab,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,26.71535105,26,
Rajasthan,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,26.89720972,26,
Sikkim,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,26.24738679,26,
Tamil Nadu,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,24.07736657,24,
Tripura,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,26.80241397,26,
West Bengal,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,26.41615801,26,
Bihar,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,27.32513056,27,
Chhattisgarh,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,28.13673527,28,
Jharkhand,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,27.59968168,27,
Madhya Pradesh,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,27.3490176,27,
Uttar Pradesh,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,27.77847129,27,
Gujarat,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,26.97042318,26,
Telangana,2019,30-34 y,Mental Disorder,Female,Bipolar disorder,Work ,26.85117782,26,
Jammu & Kashmir and Ladakh,2019,30-34 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Arunachal Pradesh,2019,30-34 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Uttarakhand,2019,30-34 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Himachal Pradesh,2019,30-34 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Other Union Territories,2019,30-34 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Andhra Pradesh,2019,30-34 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Assam,2019,30-34 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Delhi,2019,30-34 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Goa,2019,30-34 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Haryana,2019,30-34 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Karnataka,2019,30-34 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Kerala,2019,30-34 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Maharashtra,2019,30-34 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Manipur,2019,30-34 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Meghalaya,2019,30-34 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Mizoram,2019,30-34 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Nagaland,2019,30-34 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Odisha,2019,30-34 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Punjab,2019,30-34 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Rajasthan,2019,30-34 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Sikkim,2019,30-34 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Tamil Nadu,2019,30-34 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Tripura,2019,30-34 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
West Bengal,2019,30-34 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Bihar,2019,30-34 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
